"SiO2_apfu" "Al2O3_apfu" "Na2O_apfu" "MgO_apfu" "K2O_apfu" "MnO_apfu" "CaO_apfu" "TiO2_apfu" "FeO_apfu" "Cr2O3_apfu" "An" "Ab" "X" "Y" "x.pos.plot" "y.pos.plot" "x.pos.mat" "y.pos.mat" "mat.id" "phase.p"
"24" 2.13883298353683 1.82379908909066 0.176112520464635 0.00226294643492939 0.000867579229509565 0.000339300472621224 0.872389883689959 0.000273227885316598 0.0224023610655416 0.00013626800639068 83 17 -25.3686 7.9484 174 378 174 122 60674 NA
"25" 0.0386733559423678 0.464752171950773 0.00189885520226831 0.26244718039131 0.00201653372446945 0.0396564552716539 0.01756220082628 0.556889539371257 5.78619980677518 0.00261507581252963 82 9 -22.6067 6.0472 36 473 36 27 13036 1
"26" 0.0104232383981452 0.505947035258985 0 0.270157175355653 0.000501808592993267 0.0378149628820561 0.0106005042224579 0.529241906534688 5.8410392688421 0.00125756109806332 95 0 -22.6866 6.1499 40 468 40 32 15540 5
"27" 0.0103494301001202 0.392502212360821 0.000630745788195941 0.261532506730329 0.000458691531456069 0.0425709395308951 0.00444862781010832 0.634778888364585 5.81042105258675 0.000981466140967678 80 11 -31.1276 8.3882 462 356 462 144 71962 NA
"28" 0.0102702356905416 0.386604865290122 0 0.251465099568812 0.000516201332690845 0.041243962877122 0.00166960117056285 0.635132591194147 5.8346502840126 0 76 0 -31.228 8.3681 467 357 467 143 71467 NA
"29" 0.0101920361282997 0.315983311709112 0.00152019125511835 0.214838664776842 0.000806635281763537 0.0450011976696244 0.0029357036556337 0.75065741805487 5.74038714469945 0 56 29 -28.8127 8.075425 346 372 346 128 63846 NA
"30" 0.0068857499459473 0.315630639440719 0.00110438794891551 0.219176512485276 0.00101947218001325 0.0427796080041728 0.00115681563176944 0.754403440747429 5.73882277626043 0.000652011337367735 35 34 -28.8367 8.10065 347 370 347 130 64847 NA
"31" 0.00701053893203762 0.30937494236658 0.000164172985685791 0.218297545378884 0.00155548152654349 0.0458353873717782 0.00223177482755894 0.757745654996142 5.7384675820692 0.000488721126820705 56 4 -28.8607 8.125875 349 369 349 131 65349 5
"32" 0.0205130099917429 0.278099309124337 0.00199121767787497 0.183312767445282 0.00112607515696933 0.0525653963939575 0.00892104946835627 0.842523643245129 5.61015815154825 0.000174479044322835 74 17 -28.8847 8.1511 350 368 350 132 65850 5
"33" 0.00981903113406492 0.347920072847672 0.00223598259576423 0.251374224968457 0.000669721320025151 0.042074632852427 0.00725691312594896 0.653024662810958 5.84837540712774 0.00126564853732015 71 22 -24.727 9.1106 142 320 142 180 89642 4
"34" 0.00715227729131289 0.348774237364319 0.00122946415577603 0.23813183867187 0.000161788085721865 0.0401742577562016 0.000307997432804321 0.698122676977458 5.78648767952668 0.000327557271783225 18 72 -24.7518 9.1565 143 318 143 182 90643 5
"35" 0.00645081528126141 0.348078539561524 0.00125412152098923 0.242248138369105 0 0.0411760439777362 0 0.706593923864431 5.76508680506164 0.00176977613157116 0 100 -24.7766 9.2024 144 315 144 185 92144 5
"36" 0.00761079408528431 0.349421611390129 0 0.239257437526891 0 0.0406159792452378 0 0.707171920479982 5.7626910380868 0.00249179928356624 NA NA -24.8014 9.2483 146 313 146 187 93146 NA
"37" 0.0108749790438888 0.36251785573159 0 0.246907766570016 0.0012573545137786 0.0458785483717963 0.00413302955598119 0.661962883696593 5.81299946916697 0 77 0 -24.8262 9.2942 147 311 147 189 94147 5
"38" 0.012292078464594 0.367561485912545 0.0010552165668353 0.257473241104702 0.00247961490796375 0.0416921113063746 0.0105423722464765 0.633403507778976 5.84301495517681 0.00185100204818973 75 7 -24.5668 11.8095 134 185 134 315 157134 7
"39" 0.00653936753180494 0.361842005381144 0 0.245862796675087 0.0000759431739155302 0.0426280422534783 0.000574042643059794 0.674710224110433 5.80543323600228 0.000134479655293919 88 0 -24.54705 11.85965 133 182 133 318 158633 5
"40" 0.00750006382051948 0.368513923457535 0 0.241883210639635 0.000228860601310528 0.0422276337492397 0.000649864765337391 0.677763734991407 5.79098545328628 0.000560616299131991 74 0 -24.5273 11.9098 132 180 132 320 159632 5
"41" 0.00823430141884398 0.356784606305102 0.000149218823153183 0.244671498916251 0.000359994371016905 0.0387639119061112 0.000522239272829445 0.672004511103521 5.81817586900975 0.00130489319706239 51 14 -24.50755 11.95995 131 177 131 323 161131 5
"42" 0.0106119375783797 0.368547081835308 0 0.250322720934519 0 0.0429452619896611 0.0054177165472794 0.649741095882935 5.82568305893985 0.00140303460873063 100 0 -24.4878 12.0101 130 175 130 325 162130 5
"43" 2.04203214677886 0.723285893302612 0.227331228536407 0.916114777284968 0.013029514669822 0.0151150427254941 0.535342706970618 0.123360818314446 0.997155989496783 0.000250894518994943 69 29 -22.7014 6.0362 41 474 41 26 12541 1
"44" 2.13661759905645 0.762695262619104 0.237832913046027 1.06890741923815 0.0094288823715062 0.0104513179252421 0.638758866394326 0.0781744338823568 0.584624538927239 0 72 27 -22.71845556 6.030522222 42 474 42 26 12542 NA
"45" 2.12767867928956 0.778120269721139 0.236036528623961 1.02725979866463 0.0104464506893108 0.011139631464027 0.642139538861544 0.0790295534190936 0.615622671354141 0 72 27 -22.73551111 6.024844444 42 474 42 26 12542 NA
"46" 2.14551660143784 0.746106592818797 0.231961757309725 1.05033757483431 0.00978771339155067 0.0116267500600482 0.635341138380911 0.0837099580906607 0.604206793088887 0 72 26 -22.75256667 6.019166667 43 474 43 26 12543 1
"47" 2.17016245263568 0.697571125256561 0.230919160841547 1.05250777090083 0.00940808837331328 0.0134311223325254 0.628003371928003 0.0903464859198873 0.617600496434586 0.000612699200434325 72 27 -22.76962222 6.013488889 44 475 44 25 12044 1
"48" 2.17785765283292 0.700825834122956 0.230174442842647 1.06225003607941 0.00974435363176385 0.012467473511036 0.633744431316475 0.085751389369876 0.593053898215747 0.0000452847000671962 73 26 -22.78667778 6.007811111 45 475 45 25 12045 1
"49" 2.14631253668491 0.750380210838558 0.232774562098767 1.04558262978908 0.00980601112296113 0.0130784592135166 0.630352582668466 0.0832487917104655 0.605003068669492 0 72 27 -22.80373333 6.002133333 46 475 46 25 12046 1
"50" 2.16629492575678 0.711936819721591 0.234032124060535 1.03739620663602 0.00987622759779113 0.0140531085448996 0.624894458279807 0.0884241157356031 0.624358738142959 0 72 27 -22.83784444 5.990777778 47 476 47 24 11547 1
"51" 2.4405536707661 1.51504135866885 0.431344815349599 0.0064311732277077 0.00443965843577882 0.000359663000860681 0.587499573937376 0.00108641731471007 0.0319751387764779 0 57 42 -22.8549 5.9851 48 476 48 24 11548 1
"52" 2.17147388540388 0.711758600477446 0.220862952542067 1.02938512111352 0.0089182305757986 0.0127719546037418 0.636998721157926 0.0786230003688976 0.638121939304155 0 73 25 -22.5523 5.7876 33 486 33 14 6533 6
"53" 2.16369475258808 0.716175079270348 0.228384392691423 1.04625949909788 0.00886383801379588 0.0132996398452305 0.62991803946939 0.0850691033302955 0.620108375492616 0 73 26 -22.55766667 5.814744444 33 485 33 15 7033 1
"54" 2.15991150159085 0.736019160415741 0.227712023338762 1.08250089886509 0.00953736977910209 0.0113147961779692 0.631943902333181 0.0766480531194742 0.577179288395109 0.000859045083644401 73 26 -22.56303333 5.841888889 34 483 34 17 8034 1
"55" 2.17578218633671 0.722797780811665 0.230978309784136 1.05900625963258 0.0107439647149101 0.0129813159497938 0.632647484574818 0.0743963325711587 0.589950093560046 0 72 26 -22.5684 5.869033333 34 482 34 18 8534 1
"56" 2.14264265011445 0.756682700788888 0.23170332099841 1.07546316215389 0.00954969450921484 0.00961800935943728 0.639645956385189 0.0762519838042782 0.581452645961165 0.000253599577153729 73 26 -22.57376667 5.896177778 34 481 34 19 9034 1
"57" 2.12969106072341 0.763753951447213 0.238838510048521 1.10914246981798 0.00865626925905475 0.00984617476936518 0.638287428957328 0.0762883574833625 0.561386773217169 0 72 27 -22.57913333 5.923322222 35 479 35 21 10035 1
"58" 2.11024333515812 0.800831471871142 0.237976404154021 1.09822545293927 0.0111125112224471 0.00950549757575881 0.650874317658914 0.0755548032275693 0.543963795207712 0.0000286629013474025 72 26 -22.5845 5.950466667 35 478 35 22 10535 1
"59" 2.14672275453481 0.751127163193782 0.228302890453844 1.11980037625145 0.00944111792957397 0.00962342433274608 0.642424882824514 0.0765098914930631 0.535541402849756 0.000387915135599086 73 26 -22.58986667 5.977611111 35 477 35 23 11035 1
"60" 2.16289893864674 0.729879406941595 0.226317752410365 1.12527483771447 0.00908604989946541 0.00967666479313206 0.636387431614507 0.0765158144582193 0.53731054810066 0 73 26 -22.59523333 6.004755556 35 475 35 25 12035 1
"61" 2.16219441165762 0.725283241218478 0.221135190230671 1.09550020237671 0.00951031131641318 0.0122553412043395 0.629885780403951 0.0748533435366771 0.584413008603465 0.000401696281115595 73 26 -22.6006 6.0319 36 474 36 26 12536 1
"62" 2.56640326015639 0.0759203951565888 0.0021454539531221 1.63482155262305 0 0.0438762791003708 0.0756414086778325 0.00988772645031677 0.978125466673877 0 97 3 -29.2459 11.1712 368 217 368 283 141368 3
"63" 2.57294585849654 0.0702732155949454 0.00233184585046057 1.64315555535127 0.000244966753235506 0.043798198408572 0.0745755612198747 0.00692762460413879 0.971953572061764 0.0000479447085953397 97 3 -29.26627778 11.17307778 369 217 369 283 141369 3
"64" 2.56096131541896 0.0831554210640726 0.00195309192508924 1.62724527614659 0 0.0434281029716441 0.0744167203708923 0.00704499079417013 0.993187610525952 0 97 3 -29.28665556 11.17495556 370 217 370 283 141370 3
"65" 2.5737000263538 0.0787323361747109 0.000371982338433676 1.61386451630299 0.000154579050191882 0.0421259235058001 0.0750938438030275 0.00645070081122235 0.9896716614999 0.000387210401238926 99 0 -29.30703333 11.17683333 371 217 371 283 141371 3
"66" 2.58329479502913 0.0698331672560115 0.00221690842988296 1.62285097225895 0 0.0447407806710528 0.0745188677030408 0.00599243281673454 0.973456718576271 0 97 3 -29.32741111 11.17871111 372 216 372 284 141872 3
"67" 2.57585198669508 0.0831437187686764 0.00145578404413583 1.6115413636311 0.0000385711516502964 0.0449096195752141 0.0749400060897468 0.00730621609508018 0.976829849372706 0 98 2 -29.34778889 11.18058889 373 216 373 284 141873 3
"68" 2.56885056564285 0.0723750118468666 0.00318457922230321 1.62026835617227 0.000231386292288327 0.0429771334805013 0.0746893331246884 0.00693362491002913 0.999831923465918 0.000262914748853175 96 4 -29.36816667 11.18246667 374 216 374 284 141874 3
"69" 2.58226224553355 0.067005457221523 0.00329050729329145 1.62627101252586 0.000321220778503664 0.0440576802190134 0.0737482124777811 0.0066501626183153 0.975784228605421 0 95 4 -29.38854444 11.18434444 375 216 375 284 141875 3
"70" 2.58290942945307 0.0744805458880679 0.00208597301198204 1.63790619554736 0.000244857464227574 0.0431155398198873 0.0727726278911479 0.00749429810057943 0.952511947564105 0 97 3 -29.40892222 11.18622222 376 216 376 284 141876 3
"71" 2.58611794239864 0.0566651425980337 0.000815052786011423 1.64219534841399 0.000108531558804569 0.0425739108438106 0.0782839763862026 0.00766606109616369 0.963818353150606 0.0000672654308796001 99 1 -22.9809 11.674 55 192 55 308 153555 3
"72" 2.57039441217729 0.0775966628131235 0.00232108823066075 1.60036698079559 0 0.0452252884280053 0.0853305301947614 0.00867862694025897 0.991486511256741 0.00125938183652141 97 3 -22.980175 11.6942 55 191 55 309 154055 3
"73" 2.54867465287265 0.108353907328374 0.00231439415553849 1.57704423433009 0.000678214235516655 0.0466224710436747 0.0843671911988098 0.0089200298740824 1.01165509734269 0.000729650268784011 97 3 -22.97945 11.7144 55 190 55 310 154555 3
"74" 2.56921862521736 0.0737355998823434 0.00191120585723348 1.60541133202436 0.000485127063402264 0.0449069524534205 0.0766638897001762 0.00764233308045697 1.0071916939493 0.000201765995511924 97 2 -22.978725 11.7346 55 189 55 311 155055 3
"75" 2.57722091148345 0.0745038550371424 0.00092057409189143 1.61098951978875 0.000197650312736435 0.0458579121674181 0.0771100893368687 0.00729141252209576 0.984702935937846 0 99 1 -22.978 11.7548 54 188 54 312 155554 3
